schema_version,timestamp,run_id,mode,kernel,transport_requested,transport_effective,mpi_thread_requested,mpi_thread_provided,ranks,omp_threads,measured_iters,N,H,radius,timesteps,B,iters,warmup,poll_every,t_iter_us,t_post_us,t_interior_us,t_wait_us,t_boundary_us,t_poll_us,t_comm_window_us,t_iter_mean_max_us,t_post_mean_max_us,t_interior_mean_max_us,t_wait_mean_max_us,t_boundary_mean_max_us,t_poll_mean_max_us,t_comm_window_mean_max_us,t_iter_p50_us,t_iter_p95_us,t_post_p50_us,t_post_p95_us,t_interior_p50_us,t_interior_p95_us,t_wait_p50_us,t_wait_p95_us,t_boundary_p50_us,t_boundary_p95_us,t_poll_p50_us,t_poll_p95_us,t_comm_window_p50_us,t_comm_window_p95_us,wait_frac,wait_skew,overlap_ratio,checksum64,msg_bytes,bytes_total,bw_effective_bytes_per_us,mpi_test_calls,mpi_wait_calls,polls_to_complete_mean,polls_to_complete_p95
2,2026-02-16T23:23:10Z,run-20260216T232310Z,phase_nb,stencil3,auto,auto,funneled,1,1,50,23,256,24,24,1,24,25,2,1024,1513.695652,1.869565,0.478261,0.347826,597.000000,0.000000,313.347826,1513.695652,1.869565,0.478261,0.347826,597.000000,0.000000,313.347826,1132.000000,3009.100000,1.000000,5.900000,0.000000,2.000000,0.000000,1.000000,505.000000,1069.800000,0.000000,0.000000,276.000000,465.000000,0.000230,1.000000,0.260870,3921034515230101379,192,384,1.225475,0.000000,1.000000,0.000000,0.000000
